x,y,z,Activity
-8.181386999999999,-3.9972875,3.2332764,fall
-8.446036,-4.437971,3.3889527000000004,fall
-8.49274,-4.5625124,3.0009593999999997,fall
-8.151449000000001,-4.5038342,2.9075537000000002,fall
-7.939489999999999,-4.6175976,2.6824220000000003,fall
-7.928712400000001,-4.599635,2.8656409,fall
-7.99697,-4.543352,3.2296839,fall
-8.341853,-4.4894643,3.6248620000000003,fall
-8.57896,-4.445156,3.4428406000000003,fall
-8.411308,-4.1302114,3.2045362,fall
-8.060438000000001,-4.2511597000000005,3.1350806,fall
-8.072413000000001,-4.4271936,3.1650183,fall
-8.129894,-4.4583287,3.0799952,fall
-8.064031,-4.557722,3.0225146,fall
-8.205337,-4.167333999999999,2.906356,fall
-8.047266,-3.9062769999999998,3.0344896,fall
-8.073611,-4.049978299999999,3.0332923,fall
-8.204139999999999,-4.497846599999999,2.994972,fall
-8.084389,-4.8978148,3.1159203,fall
-8.078401,-4.993615599999999,2.9482691,fall
-7.967032400000001,-4.7050157,2.8488757999999996,fall
-7.970625,-4.263135,2.9147387000000005,fall
-8.047266,-4.418811,2.9925767999999997,fall
-8.162227,-4.722978599999999,3.1554382000000003,fall
-8.238866999999999,-4.7277684,3.2775843,fall
-8.214917,-4.5349693,2.9817994,fall
-7.9790077,-4.2032595,2.7937903,fall
-7.7179503,-4.1709266000000005,2.814148,fall
-8.304730000000001,-4.5050316,3.0692174,fall
-8.135881,-4.931344999999999,3.3218919999999996,fall
-8.192164,-5.076244,3.319497,fall
-8.047266,-4.8259644999999995,3.3302746,fall
-7.9837976,-4.3110349999999995,3.3841627,fall
-7.986192699999999,-4.1829013999999995,3.0895753,fall
-7.944279700000001,-4.5050316,3.0979577999999997,fall
-7.9574523,-4.6415477,2.999762,fall
-7.755072999999999,-4.5277843,2.8357031000000004,fall
-7.8089614,-4.533772,3.0368847999999997,fall
-8.0436735,-4.5002417999999995,3.4787660000000002,fall
-8.291557000000001,-4.767286299999999,3.5997142999999996,fall
-8.467591,-5.0331335,3.69791,fall
-8.480764,-4.9696655,3.5063086,fall
-8.228089,-4.6942379999999995,3.2572265,fall
-8.020921000000001,-4.7110033,2.8931837000000002,fall
-7.7478880000000006,-4.63077,2.8500732999999996,fall
-7.727530499999999,-4.6056230000000005,2.642904,fall
-7.868836999999999,-4.63077,2.9877868,fall
-7.9179344,-4.6607080000000005,2.9806017999999996,fall
-8.097561,-4.6595106,3.3302746,fall
-8.183782,-4.5912523,3.241659,fall
-8.133486999999999,-4.564907,2.9542565,fall
-7.8700339999999995,-4.6631029999999996,2.9087512,fall
-7.927514599999999,-4.893025,2.7470875,fall
-7.837701299999999,-4.9672704,2.884801,fall
-8.01613,-4.9696655,3.2524366000000002,fall
-8.035291,-4.8355445999999995,3.248844,fall
-8.000563,-4.5684996,3.2692018,fall
-8.031698,-4.4523410000000005,3.1219080000000003,fall
-8.060438000000001,-4.671485400000001,3.0320947,fall
-7.940687,-4.89542,2.9865894,fall
-7.8101587,-5.0091834,3.065625,fall
-7.865244000000001,-4.863087,3.0728102,fall
-8.113128999999999,-4.6942379999999995,3.1135254,fall
-8.054451,-4.653523000000001,3.1326857000000006,fall
-8.023315,-4.7457314,3.1674132,fall
-7.9981675,-4.7912364,2.9147387000000005,fall
-7.9299097000000005,-4.7325587,3.1470556,fall
-7.9742174,-4.61161,3.214116,fall
-8.155042,-4.670287999999999,3.1111305000000002,fall
-8.108338,-4.682263400000001,3.1889684,fall
-7.9718227,-4.9696655,3.1219080000000003,fall
-8.145461,-4.736151,2.826123,fall
-7.801775999999999,-4.3697133,2.8572583,fall
-7.9203296000000005,-4.4595265,2.7698400000000003,fall
-7.835306,-4.6619053,3.1266979999999998,fall
-8.072413000000001,-4.890630000000001,2.8548632,fall
-7.965835,-4.722978599999999,3.0644273999999996,fall
-8.002957,-4.728966000000001,3.0907726,fall
-8.153844,-4.61161,3.0308971000000002,fall
-7.965835,-4.551734400000001,2.9482691,fall
-7.927514599999999,-4.7792616,3.046465,fall
-8.020921000000001,-4.869075,3.2727942000000003,fall
-8.125103999999999,-4.8283596,3.0955627,fall
-8.067623,-4.902605,3.1350806,fall
-8.095166,-4.8175817,3.0273046000000003,fall
-8.032895,-4.740941,3.0428724,fall
-8.1071415,-4.5469446,3.0596375,fall
-8.031698,-4.614005000000001,3.0380824,fall
-8.174202000000001,-4.60682,2.9710217,fall
-8.061636,-4.7277684,2.9614418,fall
-7.9610449999999995,-4.775669000000001,2.9003687,fall
-7.884403999999999,-4.655918,2.9674292,fall
-7.986192699999999,-4.622388,2.938689,fall
-8.0305,-4.658313,3.0835876,fall
-8.1071415,-4.493057,2.9470716,fall
-7.850874,-4.453539,2.955454,fall
-7.967032400000001,-4.775669000000001,3.2440537999999997,fall
-8.345446,-4.6654983,3.1638207,fall
-8.235274,-4.439169000000001,3.119513,fall
-8.004155,-4.7133985,3.0883777,fall
-7.909552000000001,-4.9457154,3.2105236,fall
-8.183782,-4.8283596,3.0153296000000003,fall
-8.091574000000001,-4.4020457,2.8165429,fall
-7.7107654000000005,-4.421206,2.7710376,fall
-7.876022,-4.7253737000000005,3.1266979999999998,fall
-8.176597000000001,-4.8259644999999995,2.9853918999999998,fall
-8.091574000000001,-4.4128237,2.8033705,fall
-7.946675,-4.5122165999999995,3.0500574,fall
-8.047266,-4.667893,3.133883,fall
-8.349038,-4.502637,2.9338990000000003,fall
-8.231682000000001,-4.463119,2.6884092999999996,fall
-7.852072,-4.5038342,2.6345215,fall
-7.743098299999999,-4.6595106,2.811753,fall
-7.9526625,-4.6427455,2.8812084,fall
-8.162227,-4.59724,3.08239,fall
-8.265212,-4.720583400000001,3.2440537999999997,fall
-8.456814,-4.603227599999999,3.2524366000000002,fall
-8.289163,-4.421206,3.0189220000000003,fall
-8.125103999999999,-4.518204,2.9099487999999996,fall
-7.9119473,-4.7960267,2.8440857000000004,fall
-7.904762,-4.700226,2.821333,fall
-7.975414999999999,-4.612807800000001,2.9662316000000004,fall
-8.192164,-4.509822,2.9961693,fall
-8.193361999999999,-4.405638,2.9734168,fall
-8.181386999999999,-4.59724,2.9470716,fall
-8.1143265,-4.670287999999999,2.9985645,fall
-8.240065,-4.6631029999999996,2.9698243,fall
-8.157436,-4.585264700000001,2.938689,fall
-8.023315,-4.5325747000000005,2.7566674,fall
-8.014933000000001,-4.342170200000001,2.6512866,fall
-7.953860000000001,-4.3768983,2.7207422,fall
-7.9790077,-4.6175976,2.8931837000000002,fall
-8.248447,-4.712201,3.1135254,fall
-8.286767999999999,-4.7445335,3.0249097000000003,fall
-8.29994,-4.318219999999999,2.9841943,fall
-8.147857,-4.367318,2.6249412999999997,fall
-7.8939843,-4.5481419999999995,2.7542725,fall
-7.9167369999999995,-4.684658,2.8033705,fall
-8.105944000000001,-4.6343627,3.0332923,fall
-8.258027,-4.6319675,3.0919702,fall
-8.193361999999999,-4.581672,3.2572265,fall
-8.178991,-4.55892,3.1745985,fall
-8.125103999999999,-4.5565248,3.0237122000000003,fall
-8.141869,-4.54934,2.894381,fall
-7.967032400000001,-4.593647499999999,2.9470716,fall
-7.946675,-4.639153,2.7722352000000003,fall
-7.876022,-4.4104285,2.7662475,fall
-7.479646000000001,-3.681145,3.0057495,fall
-8.422086,-3.9661524,2.5483007,fall
-8.011339999999999,-4.8091992999999995,3.4009278,fall
-8.471184,-5.555248000000001,3.2871642,fall
-8.612491,-5.012776000000001,3.3506324,fall
-8.270002,-4.5325747000000005,3.0871801,fall
-8.192164,-4.253555,2.7973828,fall
-7.926317,-5.2175503,2.9961693,fall
-8.268805,-4.8654823,2.7890002999999997,fall
-8.018525,-4.2583447,2.8009752999999997,fall
-7.9131446,-4.008065,2.821333,fall
-8.201744,-4.4882665,2.8716285,fall
-8.104746,-4.764891,2.9506639999999997,fall
-8.125103999999999,-4.5792775,2.8428880000000003,fall
-8.119116,-4.6631029999999996,3.1051428,fall
6.357579,6.7647330000000006,1.5304174,fall
5.974376,7.2832546,1.9914588,fall
5.8019347,7.406598,2.1243822999999997,fall
5.5516553,7.804171000000001,1.8381773999999997,fall
5.628296,7.579039,1.8561401000000002,fall
5.779182,7.2317615,1.7543519,fall
6.001919,7.090455499999999,1.8465599999999998,fall
6.0246716,7.203021000000001,1.8645227,fall
5.973179,7.626939999999999,1.6944763999999999,fall
6.0007215,7.644902,1.9052380000000002,fall
5.920488400000001,7.5802369999999994,1.8657203000000002,fall
5.78996,7.564669,1.7184264999999999,fall
5.943241,7.076085000000001,1.7579443,fall
5.891748000000001,7.026986999999999,1.5519726,fall
5.782774400000001,7.3299575,1.5603552,fall
5.8234900000000005,7.425758,1.7483642,fall
5.8881555,7.567064299999999,1.9902612000000002,fall
6.109694999999999,7.490423700000001,2.142345,fall
6.303691400000001,7.200626400000001,2.2429360000000003,fall
6.1935205,7.1431455999999995,2.3447242000000004,fall
5.891748000000001,7.230564,2.0728893,fall
5.670209,7.359895,1.9746936999999998,fall
5.78038,7.501200999999999,1.8884729,fall
6.0629919999999995,7.6173595999999995,1.8034497,fall
6.239026,7.550299000000001,1.9806811999999998,fall
6.192323,7.259303999999999,2.0489392,fall
6.0103016,7.260502000000001,2.14474,fall
5.892946,7.3850427,2.1686902000000003,fall
5.7971449999999995,7.4137830000000005,2.398612,fall
5.8187,7.532336,2.2297632999999997,fall
5.7444544,7.460486,1.8741028000000002,fall
5.9025254,7.266489,2.0405567,fall
5.9216857,7.0641103,1.6477734,fall
5.955216,7.222181299999999,1.3915063,fall
5.9288707,7.369475,1.0705737,fall
6.1552,7.298822,1.2825328999999999,fall
6.094126999999999,7.1874537,1.6753162,fall
5.8785753,7.176676,1.6034656,fall
5.760022,7.1874537,1.6956738,fall
5.973179,7.200626400000001,1.7172290000000001,fall
6.1372375,7.3215747,1.5232325,fall
6.070176999999999,7.230564,1.2789403999999998,fall
6.079757,7.1599107,1.3711487,fall
6.001919,7.003037,1.6681311,fall
5.9049206,6.615044,1.7411792000000001,fall
5.8965383000000005,6.739585000000001,1.7543519,fall
5.7540345,6.842571,1.7136365000000002,fall
5.86181,7.1898484,1.4561719,fall
5.9959316,7.36229,1.4226416000000002,fall
6.301296,7.253317,1.4262341,fall
6.270161,6.928791499999999,1.3855188,fall
5.9192905,6.8701134,1.1304492,fall
5.629493,7.128775599999999,1.0681787,fall
5.4247193,7.133566,1.1208692,fall
5.259462999999999,7.1431455999999995,0.8921448000000001,fall
5.436694,6.886878500000001,0.49936157,fall
5.670209,6.6018715,0.28740233,fall
5.6642212999999995,6.267766,-0.18082398,fall
5.965994,6.2318406,-0.54726195,fall
6.11688,5.7001467,-0.6430628,fall
5.982759,5.227130000000001,-0.94962525,fall
5.8175025,4.716991,-1.2406201000000001,fall
5.879773,4.241579499999999,-1.4418018,fall
5.9755735,4.028423,-1.5783178999999998,fall
5.81391,3.7769458,-1.9794836,fall
5.3696337,3.5003211000000003,-2.4321422999999998,fall
4.912185,3.0476623,-3.4356556000000005,fall
4.550537,2.3507116000000003,-4.5960426,fall
4.3864784000000006,1.7327967,-5.4654346,fall
4.3792934,0.95321774,-6.0258694,fall
4.2906775,0.20237915,-6.3851223,fall
4.011657700000001,-0.6274951,-6.690486999999999,fall
4.1098537,-0.88974977,-6.355184599999999,fall
3.8464015,-1.3855188,-6.148015,fall
3.4739760000000004,-1.8178198,-5.482199700000001,fall
3.060835,-2.205813,-4.888235,fall
2.6033862,-2.1950355,-3.9565723,fall
1.9806811999999998,-1.9519408999999999,-3.4404457,fall
1.1807446000000001,-1.7280066000000003,-3.314707,fall
0.70293826,-1.1963123,-3.4464330000000003,fall
-0.029937744,-0.48618898,-2.7806177000000005,fall
-0.9196875,-0.5484595,-2.9937744,fall
-1.4418018,-0.6251001,-3.0093419999999997,fall
-2.0417542,-0.53169435,-2.8979735,fall
-2.022594,-0.28859985,-3.8535864,fall
-1.6190332,0.19399658,-4.350553,fall
-2.1818627999999998,-0.51971924,-4.490661599999999,fall
-2.2489232999999995,-0.74125856,-1.6741186000000001,fall
-1.9172131000000001,-0.94842774,1.7172290000000001,fall
-1.8405725,-1.3735437,0.7484436,fall
-2.650089,-0.97716796,0.5281018,fall
-2.7937903,-0.5987549,0.2706372,fall
-2.5471032000000005,-0.7927515,-0.4682263,fall
-2.1507275000000003,-1.3208532,-0.5017566,fall
-2.0130138,-2.3770568,-0.25267455,fall
-2.4836352,-3.1099330000000003,-0.08861572,fall
-4.398453,-3.6452197999999996,0.8095166,fall
-7.2724767,-3.9769300000000003,2.2297632999999997,fall
-11.190729,-5.013973,5.5540504,fall
-14.44077,-7.3131924,9.152567,fall
-18.374589999999998,-11.003917999999999,12.706776,fall
-23.272406,-13.309123999999999,15.638279999999998,fall
-26.522446000000002,-13.648019,18.234482,fall
-28.622878999999998,-13.089979,18.803299,fall
-29.791649,-11.169172999999999,18.618881,fall
-29.427605,-8.660391,18.618881,fall
-29.615614,-6.7324,23.27959,fall
-27.757078000000003,-6.961124400000001,26.872120000000002,fall
-25.763226,-8.692722999999999,27.937902,fall
-23.781347,-9.113049499999999,27.62176,fall
-21.288132,-8.56938,25.584797000000002,fall
-19.093096,-7.244934,22.917942,fall
-16.828606,-5.482199700000001,20.142115,fall
-14.663507000000001,-5.001998400000001,17.221388,fall
-17.815352999999998,-3.0237122000000003,18.339863,fall
-28.98333,-7.146738,39.153778,fall
-13.250445000000001,-12.194242,33.35544,fall
-2.2848487,-3.7649708,17.271683,fall
4.1517663,6.1791506,11.6314125,fall
4.7181883000000004,7.945477499999999,12.3139925,fall
2.4692652,0.75562865,15.65744,fall
0.37721556,-4.0655456,13.513898000000001,fall
-2.384242,-4.8594947,9.946516,fall
-5.771997,-5.716912000000001,8.582553,fall
-7.091653,-7.7766285,7.788603299999999,fall
-7.291637,-9.298663000000001,6.638994,fall
-7.780221000000001,-8.493936999999999,5.9001307,fall
-8.137079,-5.5049524000000005,5.4726195,fall
-7.976612599999999,-2.8907886,4.720583400000001,fall
-8.048463,-1.5747254,3.725453,fall
-8.472382000000001,-1.4561719,2.8788134999999997,fall
-9.068742,-1.8321898999999997,1.9303857,fall
-9.404044,-1.4837146,1.5639478,fall
-8.932225,-1.1280541000000002,3.7601807000000003,fall
-7.380253,-1.404679,5.400769,fall
-6.393504599999999,-2.3339465,6.749165,fall
-6.109694999999999,-3.4620008,7.0689,fall
-6.1252623,-4.123026,7.33834,fall
-5.974376,-4.658313,7.389833,fall
-5.721701599999999,-4.956493,7.1922436,fall
-5.539680000000001,-4.836742,6.550378299999999,fall
-5.6977515,-4.318219999999999,5.9145007000000005,fall
-5.9001307,-3.8320312000000007,5.5516553,fall
-6.336024299999999,-3.7901184999999997,5.7097263,fall
-6.7216225000000005,-3.8715491,5.7767873,fall
-6.837781,-3.7625756,6.0761647000000005,fall
-6.616241499999999,-3.6440222,6.508466,fall
-6.716832000000001,-3.3745825,6.514453,fall
-6.637796400000001,-2.882406,6.213878,fall
-6.6892895999999995,-2.7363098,5.9348583,fall
-6.697672,-2.738705,5.82828,fall
-6.558761,-2.9746141,6.276149,fall
-6.3156667,-3.730243,6.598279,fall
-6.262976,-4.4427614,6.9707046,fall
-6.3839245,-4.762496499999999,6.8006577,fall
-6.328839299999999,-4.336183,6.852150999999999,fall
-6.4258375,-3.6895275,6.635401700000001,fall
-6.307283999999999,-3.1817834,6.4246397,fall
-6.163583,-3.129093,6.4162574,fall
-6.225853400000001,-3.441643,6.1767554,fall
-6.361171700000001,-3.7266505,6.309679,fall
-6.3048887,-4.1637416,6.6401916,fall
-6.051017,-4.325405,6.761140299999999,fall
-5.80433,-3.8751415999999996,6.314469,fall
-6.1372375,-3.378175,6.270161,fall
-6.388715,-3.3398547,6.3444066,fall
-6.1755580000000005,-3.241659,6.5851064,fall
-6.108497,-3.3937426,6.575525999999999,fall
-6.085744999999999,-3.5673816,6.43901,fall
-6.082152,-3.7434156,6.464157599999999,fall
-6.067782,-3.7134777999999997,6.6892895999999995,fall
-6.1599903,-3.5973193999999995,6.6306114,fall
-6.109694999999999,-3.6116896,6.635401700000001,fall
-6.2078904999999995,-3.5865417,6.3911095,fall
-6.1552,-3.5338513999999996,6.540798000000001,fall
-6.194718,-3.573369,6.460565,fall
-6.1623855,-3.5901343999999997,6.4246397,fall
-6.212681,-3.8655614999999997,6.373147,fall
-6.4473925,-3.918252,6.3791347,fall
-6.380332,-3.5997142999999996,6.291716,fall
-6.2474084,-3.302732,6.4126650000000005,fall
-6.1959157,-3.309917,6.312074,fall
