12183939,-0.31734008,6.4725404,7.850874
12183948,-0.43469605,5.52531,7.8616514
12183958,-0.5999524,4.956493,8.380174
12184057,-0.05508545,1.9351758,8.076006
12184066,-0.15567628,0.8705896,8.937016
12184076,0.20716919,-0.60354495,8.59333
12184086,0.99872315,-1.3316308,7.037765
12184096,0.7879614,-1.660946,8.596923
12184106,0.84065187,-2.1183949,8.509504
12184116,0.72808594,-2.7734327,6.377937
12184126,0.44786865,-2.7638526,5.315746
12184135,0.3939807,-3.2883618,4.0894957
12184145,0.6490503,-4.5469446,3.1841784
12184155,1.035846,-6.8401756,2.5315356
12184165,1.1999048,-9.666299,3.185376
12184175,1.2370276,-11.698473,4.5349693
12184185,1.6441809,-12.84449,5.8654027
12184195,2.4441175,-14.131813,5.1995873
12184205,2.642904,-15.396383,5.1612673
12184214,2.5830286,-12.958253,6.791078
12184224,2.6105714,-9.53577,6.431825
12184234,1.8944604,-8.364606,4.5038342
12184244,1.4465919,-8.63644,3.3314722
12184254,1.5459851,-9.298663,3.5601966
12184264,1.6393908,-9.255553,3.5649865
12184274,1.8333875,-8.933423,3.2715967
12184283,2.0992346,-7.628137,3.1051428
12184293,2.0896544,-7.540719,2.9075537
12184303,2.2129982,-7.862849,3.4919386
12184313,2.1579125,-8.102351,4.0116577
12184323,2.088457,-8.226892,3.9913
12184333,1.8549427,-8.504714,3.5362463
12184343,2.086062,-8.769364,2.6752367
12184352,2.2537134,-8.188572,2.374662
12184362,2.1183949,-7.7622585,2.6752367
12184372,2.13037,-8.04487,3.307522
12184396,2.1435425,-8.410111,3.5889368
12184416,2.0920496,-9.061557,3.7506006
12184426,2.0992346,-8.903485,3.69791
12184436,2.0728893,-8.867559,2.1902454
12184446,2.6081762,-8.826844,1.5651453
12184456,2.7854078,-8.605305,2.083667
12184466,2.5375233,-8.4520235,2.3315516
12184476,2.2046156,-8.491542,2.6213489
12184485,2.1064196,-8.790919,2.9027636
12184495,2.0501368,-9.119037,2.997367
12184505,2.2165906,-9.271121,3.002157
12184515,2.3686743,-9.16574,2.7171497
12184525,2.3686743,-8.982521,2.4860303
12184535,2.4848328,-9.096284,2.43813
12184545,2.645299,-9.219627,2.7147546
12184555,2.6021888,-9.356144,2.830913
12184564,2.6788294,-9.416019,3.0332923
12184574,2.515968,-9.376501,3.0560448
12184584,2.3722668,-9.384884,2.982997
12184594,2.3099964,-9.257948,3.0368848
12184604,2.386637,-9.127419,2.9889843
12184614,2.5339308,-9.310638,2.8488758
12184624,2.6608667,-9.401649,2.9135413
12184633,2.5926087,-9.439969,2.7901978
12184643,2.6285338,-9.110654,2.8081603
12184653,2.6656568,-9.081914,2.8333082
12184663,2.8716285,-9.357342,3.046465
12184673,2.8883936,-9.193282,3.4967284
12184683,2.842888,-9.038804,3.661985
12184693,2.8883936,-8.992101,3.8475988
12184702,2.889591,-9.020841,3.7601807
12184712,2.8548632,-9.047186,4.0751257
12184722,2.8333082,-9.090297,4.291875
12184732,2.9051588,-8.780142,4.3780956
12184742,2.8357031,-8.214917,4.2104445
12184752,2.809358,-7.9131446,4.0176454
12184762,2.7806177,-8.368198,3.7565882
12184771,2.8716285,-8.798104,3.6967127
12184781,2.9374914,-9.096284,3.368595
12184791,2.9374914,-9.040001,3.3242872
12184801,2.877616,-8.8879175,3.359015
12184811,2.8357031,-8.641231,3.3673975
12184821,2.7147546,-8.29515,3.119513
12184831,2.5878186,-7.6784325,2.718347
12184841,2.6740394,-7.8568616,2.4093897
12184850,2.8883936,-8.486752,2.4489074
12184860,2.9674292,-8.9022875,2.2608984
12184870,2.8859985,-9.200467,2.151925
12184880,3.018922,-9.0076685,2.215393
12184890,2.7770252,-8.744216,2.4237597
12184900,2.5530908,-8.560997,2.3566992
12184910,2.4644752,-8.339458,2.4584875
12184919,2.6536818,-8.30473,2.4608827
12184929,2.6153612,-8.467591,2.4285498
12184939,2.76026,-8.608898,2.525548
12184949,2.8297155,-8.854387,2.5878186
12184959,2.76984,-9.092691,2.6117687
12184969,2.743495,-9.041199,2.7614574
12184979,2.7518775,-8.6699705,2.8297155
12184988,2.638114,-8.576565,2.8249254
12184998,2.743495,-8.751401,2.7518775
12185008,2.9207263,-8.9513855,2.8656409
12185018,2.9446764,-8.709489,2.809358
12185028,2.6608667,-8.298742,2.7770252
12185038,2.581831,-8.533455,2.962639
12185048,2.6704469,-8.871152,3.0033545
12185058,2.8297155,-9.284293,2.8392956
12185067,2.955454,-9.211246,2.9015663
12185077,2.7303224,-8.87235,2.870431
12185087,2.7147546,-8.656798,2.955454
12185097,2.7267296,-8.58375,2.9147387
12185107,2.5842261,-8.380174,2.9087512
12185117,2.8859985,-8.510702,2.7614574
12185127,2.9590466,-8.52627,2.7051744
12185136,3.0285022,-8.382568,2.567461
12185146,2.842888,-8.8460045,2.6788294
12185156,3.109933,-8.671168,2.894381
12185166,3.432063,-8.462802,2.4273522
12185176,3.297942,-8.919053,2.3650818
12185186,3.1638207,-8.65081,2.875221
12185196,2.9650342,-8.344248,3.1494508
12185205,2.6752367,-8.365803,3.1183155
12185215,2.7937903,-8.383766,3.3123121
12185225,3.0440698,-8.866363,3.2692018
12185235,3.2308815,-8.993299,3.1638207
12185245,3.2081287,-8.798104,3.1374755
12185255,3.0392797,-8.716674,2.8524683
12185265,3.0991552,-8.8388195,2.5710535
12185274,3.2596216,-8.984916,2.5099804
12185284,3.4057178,-8.928633,2.7219398
12185294,3.1446607,-8.800499,2.767445
12185304,2.9865894,-8.811276,2.8656409
12185314,3.1075377,-8.998089,2.9662316
