Mean_X,Std_X,Mean_Y,Std_Y,Mean_Z,Std_Z,Activity
-18.16051578,12.23716896,-0.35569865,11.57150986,-4.969971301,13.48705026,hand_wash
-16.89647544,14.65364803,-1.721789221,10.90198994,-4.898710021,14.87169857,hand_wash
-19.46243669,11.53819191,-4.052675496,7.663772095,-2.822917642,12.33302045,hand_wash
-19.77165944,12.4484205,-1.738010806,11.05821581,-0.092145994,15.04858346,hand_wash
-17.87494124,12.31325999,-3.122943284,9.840979706,-1.171676031,11.39183459,hand_wash
-17.56299909,11.10373627,-2.356476918,10.59424132,-2.554720428,10.99562216,hand_wash
-15.13886786,13.4475276,-0.323831895,10.4945771,-3.622479667,12.07826507,hand_wash
-15.47414694,14.45960185,-0.922094919,12.23219113,-3.50202478,11.45892048,hand_wash
-16.98691289,11.92982489,-1.704717628,12.03432494,-0.857728901,11.0200281,hand_wash
-19.02715837,12.03484261,-3.114957486,13.16970079,-0.157787412,12.80061225,hand_wash
-15.83212523,13.09362727,-2.29014291,11.00907641,-1.608709452,9.982053686,hand_wash
-15.92770683,11.8743184,-1.156066102,11.56025116,-2.243120937,10.40407087,hand_wash
-14.07560453,11.96632588,-0.682168945,10.24282612,-2.767108297,9.234532118,hand_wash
-11.53845547,15.36436926,-0.25220056,11.42835594,-3.238927152,9.630568529,hand_wash
-13.17197778,13.11008065,-2.21286224,8.19959559,-3.330620373,9.432816694,hand_wash
-13.5107249,11.2621716,-2.240121114,11.69935102,-2.056420571,7.392532601,hand_wash
-14.4970404,12.68172018,-1.848241671,13.10169253,-2.659032207,9.901018843,hand_wash
-17.05026979,13.50288186,-0.372085164,9.79213949,-2.328236329,9.466355457,hand_wash
-16.07776607,10.95721251,-1.398279749,10.94236886,-3.131700108,9.430824988,hand_wash
-16.98369457,11.71608498,-0.378749932,10.19947726,-3.868605238,9.999221797,hand_wash
-14.15077912,14.90505476,-1.023822493,10.00142409,-4.967270503,12.27853143,hand_wash
-16.93549487,11.55854494,-1.66495012,9.174697096,-1.657765222,10.70738947,hand_wash
-17.16044083,12.73618251,-1.623205548,8.075314839,-2.073733989,11.29989106,hand_wash
-16.83889052,14.53847606,-1.934142201,9.432270179,-0.904825836,11.03141773,hand_wash
-15.71868589,11.96919479,-2.427734985,9.729179668,-2.081543632,10.39263135,hand_wash
-14.80482558,13.07652703,-2.503406626,8.075776094,-3.290756854,10.27689882,hand_wash
-11.85656881,15.09320593,0.61534715,10.17770984,-4.938468547,9.899742642,hand_wash
-15.69079584,11.56055825,-2.218898291,8.985642563,-3.604292352,9.55544822,hand_wash
-13.88820137,11.80740001,-1.963109214,9.656683778,-2.63551735,9.560293167,hand_wash
-16.0550631,14.34945988,-1.768272848,12.00663583,-2.192341084,11.55058118,hand_wash
-14.11825723,12.45640213,-0.498596129,11.22905188,0.243032718,11.39324563,hand_wash
-16.21424465,11.89014373,-3.425489189,8.096976965,-2.895840553,9.989161241,hand_wash
-13.50098972,15.19860292,0.223858703,10.12662733,-5.111248974,9.693652482,hand_wash
-14.66116182,12.20670489,-1.218516074,8.191848423,-3.395139772,8.590048409,hand_wash
-12.74706375,11.99371045,-1.021243669,7.96722099,-1.774245138,8.403524981,hand_wash
-15.39940213,13.54022606,-1.519856486,10.79785613,-2.33738621,9.814384468,hand_wash
-15.30639686,10.61742726,0.255822632,8.29887375,-2.11537014,7.849815563,hand_wash
-12.95999944,10.8658704,-2.379214875,9.135571063,-2.220058401,8.069004048,hand_wash
-10.75547717,9.452346596,-0.163997115,8.081786638,-3.002292822,9.431334338,hand_wash
-10.1221468,2.136382644,-2.035167838,2.300695173,-1.605970581,3.423073535,hand_wash
-4.985327082,3.547496667,-1.978262648,4.092356933,5.452872501,3.826754654,hand_wash
-7.975303925,3.744084044,-1.664513875,2.686769473,3.44303807,3.178960764,hand_wash
-9.717639191,0.225517623,0.972507073,0.509125307,-0.8072742,0.324019998,hand_wash
-9.785931228,0.119658315,0.628704483,0.147163039,-0.747234238,0.108682503,hand_wash
-9.697279965,0.573117575,0.303633942,0.907799504,-1.240323701,0.794057992,hand_wash
-9.503413832,0.291134631,-0.892630891,1.406247488,-2.779384603,0.536036237,hand_wash
-9.40822953,0.14544127,0.238292588,0.302714151,-3.243069869,0.268940502,hand_wash
-9.364279799,0.078728104,0.152905561,0.11994775,-3.265292146,0.158903371,hand_wash
-9.424781277,0.143874631,0.069977253,0.367304588,-3.164698173,0.503616113,hand_wash
-9.82450054,0.595891224,-1.215590976,0.875919619,-0.413117159,1.451000687,hand_wash
-9.733513464,0.780770232,-1.038288396,0.813305825,1.349439362,1.910100662,hand_wash
-9.580817761,0.939423424,-1.750747539,0.596178261,1.879010228,0.885459939,hand_wash
-8.483651513,2.749326739,-5.722566561,5.393025864,-1.82069385,4.082978818,hand_wash
5.283195345,2.102764116,-6.980030451,1.733810569,4.126896864,1.124278166,hand_wash
6.310117692,3.230350124,-7.034373924,2.05678688,4.025861837,3.368945069,hand_wash
3.766543897,5.478038714,0.907148854,7.08546129,3.118867235,2.970651179,hand_wash
2.231553552,2.936713501,8.560724661,4.251360823,0.975081239,4.050128333,hand_wash
-1.572721591,2.757671468,7.790168625,2.494724253,-1.306115577,5.342446775,hand_wash
0.849603544,3.881102383,8.969193988,3.497981161,0.302969991,4.151783624,hand_wash
-0.137983651,0.940252223,9.439182885,0.843700678,-0.743900101,2.406398966,hand_wash
1.69717961,1.119827816,8.507429522,2.012126497,3.396825359,2.1820238,hand_wash
2.656218946,0.943677493,8.692189866,0.904699402,2.071241346,1.294161481,hand_wash
1.755513747,0.59861889,8.857635904,0.955031311,0.940246705,3.727836115,hand_wash
-0.222713332,0.512277094,8.388332842,1.546789718,-3.757456908,3.43953036,hand_wash
-1.373144525,3.965447641,-2.552891253,9.843576078,-0.963476441,2.71864089,hand_wash
-9.02729827,0.668647368,-4.805970645,1.263101968,-0.247274029,0.690295876,hand_wash
-9.071429765,0.764995761,-4.06104887,0.516451732,0.408130884,1.190533091,hand_wash
-9.3062159,1.94032209,-3.354331554,1.305063674,-0.272095552,1.817622417,hand_wash
-9.610583815,1.373562921,-2.452487643,3.434390053,0.860453976,2.53791604,hand_wash
-9.403774172,0.327964128,-2.819513254,1.031789094,0.639434994,0.455728175,hand_wash
-9.284210158,0.144793581,-3.295546878,0.300285623,0.509546334,0.299599123,hand_wash
-9.328458748,0.100184062,-3.127966642,0.221436145,0.435324443,0.129504645,hand_wash
-10.0612399,1.069689888,-2.428371965,1.160465776,1.554770806,1.766843192,hand_wash
-2.122515605,4.253393119,-4.875156201,1.200271078,5.933249998,1.046748459,hand_wash
2.107138172,0.144811402,-7.207634798,0.317301337,5.855822732,0.233593472,hand_wash
1.585331854,1.86260955,-8.809737131,3.318960377,1.639146479,4.151766953,hand_wash
2.759240315,5.750743007,-3.001623424,2.127048108,3.310462378,9.805930348,hand_wash
-5.13003099,5.536979291,-3.561318442,4.48334652,1.158773471,3.450502195,hand_wash
-13.47557736,3.821579696,1.43676273,2.383350728,-1.767014582,3.579598664,hand_wash
-0.900622189,2.554701275,-4.035003235,2.437401977,7.29420985,2.61549528,hand_wash
3.318524111,6.540689865,-4.881399051,4.992106965,-3.715299025,7.478327294,hand_wash
-1.869496039,1.269013951,-5.693511291,1.87967051,7.696602956,3.875081298,hand_wash
-13.42162903,4.916597228,1.317708287,3.920397973,-2.341808967,2.51393184,hand_wash
-5.786085439,5.812795003,-1.768980189,3.228588737,2.625246649,3.50613931,hand_wash
-0.352168714,5.302307086,-8.247917849,4.137775953,0.728627978,5.740611166,hand_wash
1.629443236,5.092464742,-3.556390598,2.642181143,5.174190737,7.464757049,hand_wash
-7.513567363,7.39900311,-2.008223879,4.885234245,0.373146481,4.650986773,hand_wash
-11.74402564,4.624679833,3.134962013,2.783896235,-1.271447097,4.366784909,hand_wash
-0.860728474,0.852529258,-8.551649416,2.532426352,4.242202797,1.76653338,hand_wash
4.233426877,6.301089088,-4.516970557,3.584017467,-1.923261208,6.986782307,hand_wash
-1.263787784,1.697610635,-4.210527329,1.741498188,7.03483633,3.667417815,hand_wash
-15.28964585,2.568501052,3.143475363,2.360499827,-3.078602088,2.539076421,hand_wash
-3.634087795,3.477614381,-3.883793004,4.187124468,3.647944675,2.964722456,hand_wash
1.363516092,7.336231237,-6.712973621,4.086089674,-2.84980715,7.260629187,hand_wash
-2.23294855,1.546233831,-4.631788119,2.092977298,8.067563387,3.888609487,hand_wash
-14.21559005,3.405928046,2.138534713,2.696408191,-2.542107591,1.606427342,hand_wash
-5.423485078,4.622054687,-2.200717457,4.514887841,3.344950248,2.455960725,hand_wash
1.703760097,6.617658815,-7.944785942,3.746434798,-3.406841216,6.154318802,hand_wash
-2.289299972,1.718101783,-3.981695781,2.686539562,8.387309984,4.148184855,hand_wash
-10.8264902,5.302081908,-0.568022859,4.150375115,-2.103682515,2.443867909,hand_wash
-7.92324113,5.968356311,-0.63739218,3.693260123,1.397658256,3.430672959,hand_wash
-0.300335444,4.866758013,-8.593317467,3.34032891,0.383102292,5.015222554,hand_wash
2.510899741,5.863716971,-5.06805486,3.736566954,3.045872131,6.582572954,hand_wash
-5.374326052,4.310629951,-5.182663416,3.169430164,1.046892366,2.636952126,hand_wash
-13.05878467,3.566103537,2.120600099,2.319724384,-2.662313177,2.510225208,hand_wash
-2.37641119,2.307836649,-6.11972105,2.870002866,5.583013621,1.898011668,hand_wash
4.276962828,5.348278094,-3.562099958,4.937674745,0.442713054,6.230590282,hand_wash
-1.301155463,0.713494671,-6.98077322,2.113932076,6.158169495,2.703118641,hand_wash
-11.92614494,5.017518835,0.315949029,4.416513659,-2.212102921,2.693295097,hand_wash
-7.202630213,6.026654669,-0.228027875,3.967047758,1.011651373,5.278689583,hand_wash
1.447468323,6.520654461,-7.127183086,3.449883345,0.615915014,7.365844001,hand_wash
-0.557758504,3.653412187,-4.308334658,2.928310153,6.668064322,6.295195584,hand_wash
-7.329050107,5.927755503,-3.358458473,4.331771879,-1.576430889,3.208670832,hand_wash
-11.49299916,5.811326186,2.190067514,3.399483244,-1.378096597,3.539239806,hand_wash
-1.77011696,0.47855617,-7.429350586,2.408591908,5.592296534,1.970355086,hand_wash
3.44090992,6.31088855,-4.725031369,5.857386097,-1.772008971,5.368652581,hand_wash
3.378400303,0.997682102,-1.926413804,1.41200653,9.225520362,2.10637276,hand_wash
-2.235872927,1.694955042,-8.074038506,1.785829455,2.537413202,3.228622533,hand_wash
-14.11291872,4.146183829,2.030637893,2.58616194,-3.454960836,2.946652986,hand_wash
-4.479148919,4.625101604,-2.596793995,3.770391989,3.269948604,3.229672437,hand_wash
-0.491871024,3.885718335,-9.191693919,3.017452056,0.965486107,4.068478024,hand_wash
5.894301937,4.501696333,-1.632621268,1.455967276,3.103920854,5.905062066,hand_wash
-4.424541968,1.54383596,-3.996065661,1.02156022,6.440842918,3.510126517,hand_wash
-14.2620361,2.770272399,1.328026589,2.380525539,-1.14304655,3.046787826,hand_wash
-8.65829196,2.405220013,-1.008232084,4.06580001,3.354367136,4.627953041,hand_wash
-9.668755619,1.732721779,-1.954607544,2.955927472,2.007581926,1.921462044,hand_wash
-9.688053568,1.704784719,-2.665950237,2.507764193,-1.623576683,2.353461095,hand_wash
-8.903070164,4.126957517,2.214136243,6.047616154,1.587139128,5.039367787,hand_wash
-10.06666215,1.902185805,-2.49441285,1.749911579,-0.295784909,1.70235002,hand_wash
-9.522882203,1.207330094,-2.397485689,2.16839298,-2.159631804,1.787611989,hand_wash
