1733028734070
1733036468229,1,3,2.743495,5.722899,6.916816
1733036468239,1,3,2.6704469,5.701344,6.866521
1733036468248,1,3,2.8716285,5.7540345,6.860533
1733036468347,1,3,2.5926087,5.9923387,6.688092
1733036468357,1,3,2.6608667,5.6905665,6.558761
1733036468367,1,3,2.7291248,5.588778,6.7575474
1733036468377,1,3,2.7794201,5.82828,6.6485744
1733036468387,1,3,2.818938,6.074967,6.697672
1733036468396,1,3,2.9279113,6.2653713,6.5431933
1733036468406,1,3,2.9422815,6.212681,6.5863037
1733036468416,1,3,2.9770093,6.2474084,6.6916847
1733036468426,1,3,2.9877868,6.2893214,6.5719337
1733036468436,1,3,2.8297155,6.3156667,6.598279
1733036468446,1,3,2.955454,6.319259,6.7132397
1733036468447,4,3,-0.068176925,0.06391586,0.09054748
1733036468456,1,3,3.0500574,6.441405,6.7192273
1733036468466,1,3,2.9937744,6.476133,6.7838926
1733036468467,4,3,-0.16724652,0.05752428,0.067111656
1733036468475,1,3,3.05844,6.5384035,6.837781
1733036468485,1,3,2.8009753,6.0593996,7.0976405
1733036468487,4,3,-0.27803403,0.05539375,0.06498113
1733036468495,1,3,3.0285022,5.597161,7.2437367
1733036468505,1,3,2.8009753,5.259463,7.599397
1733036468507,4,3,-0.350472,0.0628506,0.099069595
1733036468515,1,3,2.6033862,5.3528686,7.7131605
1733036468525,1,3,2.4189696,5.659431,7.38145
1733036468526,4,3,-0.18961707,0.10013486,0.16405073
1733036468535,1,3,2.5686584,5.9492283,7.373068
1733036468545,1,3,2.7303224,6.389912,7.2628965
1733036468546,4,3,0.068176925,0.046871636,0.16724652
1733036468554,1,3,2.9207263,6.533613,7.2904396
1733036468564,1,3,2.8740234,6.556366,7.298822
1733036468566,4,3,0.16618125,-0.06498113,0.15765914
1733036468574,1,3,2.7339149,6.580316,7.470066
1733036468584,1,3,2.6524842,6.597081,7.458091
1733036468586,4,3,0.06391586,-0.041545313,0.21624868
1733036468594,1,3,2.6285338,6.7755103,7.458091
1733036468604,1,3,2.8716285,6.9874697,7.556287
1733036468605,4,3,-0.080960095,-0.029827405,0.2364887
1733036468614,1,3,3.0308971,7.4161777,7.509584
1733036468624,1,3,3.1470556,8.123906,7.442523
1733036468625,4,3,-0.25672874,-0.10226539,0.18748654
1733036468633,1,3,3.1446607,8.302335,7.8005786
1733036468643,1,3,3.0764027,8.105944,8.123906
1733036468645,4,3,-0.63702816,-0.15126754,0.14168017
1733036468653,1,3,2.767445,7.9766126,8.180189
1733036468663,1,3,2.581831,7.547904,8.361013
1733036468665,4,3,-1.2697952,-0.096939065,0.21944447
1733036468673,1,3,2.7243347,7.019802,8.652008
1733036468683,1,3,2.9817994,6.6821046,8.992101
1733036468684,4,3,-1.8897791,-0.061785337,0.28442562
1733036468693,1,3,2.6656568,5.997129,9.183702
1733036468703,1,3,2.6716442,5.4881873,9.610016
1733036468704,4,3,-2.1933794,-0.109722234,0.3153183
1733036468712,1,3,2.2992187,4.58287,10.146501
1733036468722,1,3,2.3830445,3.3650024,11.303295
1733036468724,4,3,-2.2370553,-0.06924219,0.3739078
1733036468732,1,3,2.4920177,3.1434631,11.765533
1733036468742,1,3,1.7890795,4.430786,11.892469
1733036468744,4,3,-1.8993665,-0.049002163,0.56672066
1733036468752,1,3,1.0238708,4.7601013,12.20023
1733036468762,1,3,1.1148816,5.6630235,12.076886
1733036468763,4,3,-1.3401027,-0.15446334,0.78296936
1733036468772,1,3,0.9136999,5.659431,11.484118
1733036468782,1,3,1.233435,4.931345,11.322454
1733036468783,4,3,-1.1377025,-0.62104917,0.8831042
1733036468791,1,3,1.7064514,4.3074427,10.812316
1733036468801,1,3,2.1255798,3.4691858,10.042316
1733036468803,4,3,-1.2612731,-1.1941614,0.9193232
1733036468811,1,3,2.5878186,2.3531067,9.445957
1733036468821,1,3,3.206931,2.9746141,8.194559
1733036468823,4,3,-1.1611382,-1.7619474,0.8362326
1733036468831,1,3,3.171006,3.7458105,6.4641576
1733036468841,1,3,3.8464015,4.3864784,4.9109874
1733036468842,4,3,-0.87564737,-2.324407,0.6061355
1733036468851,1,3,4.778064,4.778064,3.4476306
1733036468861,1,3,5.5049524,4.8726673,1.9459534
1733036468862,4,3,-0.9800433,-2.9901972,0.20133498
1733036468870,1,3,5.7288866,3.8392162,0.3568579
1733036468880,1,3,6.2330384,2.9782069,-1.3316308
1733036468882,4,3,-1.482848,-3.7273602,-0.30146983
1733036468890,1,3,6.170768,1.4465919,-2.943479
1733036468900,1,3,6.77072,1.0286609,-4.605623
1733036468902,4,3,-2.2860575,-4.7116647,-0.3110572
1733036468910,1,3,7.9694276,0.6502478,-6.8461633
1733036468920,1,3,9.319021,0.78915894,-8.937016
1733036468921,4,3,-3.2810144,-5.949502,0.5699165
1733036468930,1,3,9.792037,0.021555176,-11.491303
1733036468940,1,3,10.50695,-0.9316626,-13.307926
1733036468941,4,3,-3.9627838,-6.5439196,0.84155893
1733036468949,1,3,11.819422,-2.1124072,-16.432228
1733036468959,1,3,12.244537,-3.7685633,-18.800903
1733036468961,4,3,-3.991546,-5.9558935,0.53050166
1733036468969,1,3,12.643308,-4.968468,-19.858305
1733036468979,1,3,12.067306,-5.6019506,-18.648819
1733036468981,4,3,-3.1190944,-4.383563,0.53689325
1733036468989,1,3,11.605067,-5.4486694,-17.647701
1733036468999,1,3,11.048225,-4.918173,-17.05733
1733036469000,4,3,-2.279666,-2.646117,0.5454154
1733036469009,1,3,10.201586,-4.5445495,-16.049026
1733036469019,1,3,9.462722,-4.429589,-15.513739
1733036469020,4,3,-2.0240023,-0.515588,0.294013
1733036469028,1,3,7.150331,-4.646338,-15.649057
1733036469038,1,3,5.3552637,-4.494254,-15.881374
1733036469040,4,3,-2.5310683,1.8471686,-0.08628642
1733036469048,1,3,3.8799317,-5.0666637,-16.08974
1733036469058,1,3,2.8536658,-6.0258694,-15.851437
1733036469060,4,3,-3.6730318,3.972371,-0.17257284
1733036469068,1,3,1.8453625,-7.2317615,-14.760506
1733036469078,1,3,1.2765454,-8.309521,-13.48396
1733036469079,4,3,-4.313256,4.882107,-0.16724652
1733036469088,1,3,0.1963916,-10.097403,-11.167976
1733036469098,1,3,-0.6550378,-11.965518,-10.477013
1733036469099,4,3,-4.0384173,5.6171393,-0.2695119
1733036469107,1,3,-1.4861096,-14.028827,-8.885523
1733036469117,1,3,-3.5673816,-16.98907,-4.9205675
1733036469119,4,3,-3.3374734,6.7846694,-0.6135923
1733036469127,1,3,-4.372108,-16.496895,-7.38145
1733036469137,1,3,-6.030659,-15.793957,-7.858059
1733036469139,4,3,-2.8453214,8.157795,-1.2740563
1733036469164,1,3,-9.485475,-15.991546,-6.627019
1733036469158,4,3,-2.932673,9.056878,-2.1465077
1733036469184,1,3,-12.274475,-19.282303,-2.870431
1733036469178,4,3,-3.2607744,9.138904,-2.808037
1733036469193,1,3,-13.645624,-18.909876,-0.8801697
1733036469204,1,3,-14.028827,-16.53282,0.26225463
1733036469198,4,3,-3.2671661,8.414524,-3.097789
1733036469214,1,3,-13.591736,-12.52236,0.0059875487
1733036469224,1,3,-12.234958,-8.005353,-1.6357983
1733036469218,4,3,-2.6919231,7.2523203,-2.888997
1733036469234,1,3,-10.081835,-3.7434156,-3.4835558
1733036469243,1,3,-8.489147,-1.1220666,-4.4691067
1733036469237,4,3,-2.5587652,6.2371235,-2.312689
1733036469253,1,3,-8.758587,1.0562036,-4.693041
1733036469263,1,3,-9.230405,2.3710694,-5.325326
1733036469257,4,3,-3.943609,5.966546,-1.8524948
1733036469273,1,3,-10.309361,0.984353,-5.9396486
1733036469283,1,3,-12.293635,-2.1926403,-6.577921
1733036469277,4,3,-5.5212655,6.4682856,-0.88203895
1733036469293,1,3,-15.238312,-6.427035,-3.925437
1733036469303,1,3,-17.86445,-11.4134655,-4.7110033
1733036469297,4,3,-6.0091567,7.036072,0.19600865
1733036469313,1,3,-21.31807,-13.380974,-3.2033386
1733036469322,1,3,-22.811363,-12.625345,-1.9950513
1733036469316,4,3,-4.8107343,7.5559206,1.7949706
1733036469332,1,3,-22.914349,-9.590856,-1.7543519
1733036469342,1,3,-24.401657,-7.223379,-1.1484119
1733036469336,4,3,-1.9249328,7.4238276,3.6506612
1733036469352,1,3,-26.772726,-7.268884,-3.8140686
1733036469362,1,3,-28.621681,-8.562195,-4.846322
1733036469356,4,3,0.79255676,7.0509853,4.581702
1733036469372,1,3,-30.905333,-9.944121,-6.821016
1733036469382,1,3,-33.798515,-11.407478,-3.3350646
1733036469376,4,3,2.3968449,6.437393,4.9428267
1733036469392,1,3,-37.573067,-13.499528,0.73407346
1733036469401,1,3,-38.837635,-11.361973,1.0106982
1733036469395,4,3,3.2852755,5.3987603,4.266384
