@RELATION wada

@ATTRIBUTE Mean_X_Acc numeric
@ATTRIBUTE Std_X_Acc numeric
@ATTRIBUTE Range_X_Acc numeric
@ATTRIBUTE Max_Spike_X_Acc numeric
@ATTRIBUTE Mean_Y_Acc numeric
@ATTRIBUTE Std_Y_Acc numeric
@ATTRIBUTE Range_Y_Acc numeric
@ATTRIBUTE Max_Spike_Y_Acc numeric
@ATTRIBUTE Mean_Z_Acc numeric
@ATTRIBUTE Std_Z_Acc numeric
@ATTRIBUTE Range_Z_Acc numeric
@ATTRIBUTE Max_Spike_Z_Acc numeric
@ATTRIBUTE Total_Acc numeric
@ATTRIBUTE Mean_X_Gyro numeric
@ATTRIBUTE Std_X_Gyro numeric
@ATTRIBUTE Range_X_Gyro numeric
@ATTRIBUTE Max_Spike_X_Gyro numeric
@ATTRIBUTE Mean_Y_Gyro numeric
@ATTRIBUTE Std_Y_Gyro numeric
@ATTRIBUTE Range_Y_Gyro numeric
@ATTRIBUTE Max_Spike_Y_Gyro numeric
@ATTRIBUTE Mean_Z_Gyro numeric
@ATTRIBUTE Std_Z_Gyro numeric
@ATTRIBUTE Range_Z_Gyro numeric
@ATTRIBUTE Max_Spike_Z_Gyro numeric
@ATTRIBUTE Activity {fall,no_fall}

@DATA
-9.576141599018182,7.343899996389629,54.964502,28.905494000000004,-2.9557719392018185,11.071400483976236,78.47641,78.47641,2.0777665254181823,9.600879638858604,78.47641,46.065807,10.235047113480608,-0.8475954066666667,1.5270142666761362,2.892193,2.2956448799999998,0.22086485333333328,0.7794536142775312,1.4402375699999999,1.2367720699999998,-0.10865697666666664,0.5376547144583793,1.07165606,1.07165606,fall
-8.991252953456376,5.431439310005846,54.964502,28.266022,-2.2415333122684564,8.866243679038552,78.47641,78.47641,2.8030126977483225,8.051276196366818,78.47641,46.065807,9.681114679972834,0.044741113333333325,0.3021072081996915,0.59654812,0.59654812,-0.30324527333333334,0.16903949220719708,0.33555831,0.20346550000000002,-0.03089266999999998,0.5434018391744415,1.07165606,1.07165606,fall
-8.573036716744966,2.2429152445709124,16.046630399999998,4.4870691,-0.4408885434244969,2.8447637841573052,16.953145999999997,6.7922754,4.066309167815437,2.8897099054274555,16.58551,11.862531650000001,9.49874789130863,0.32916671999999997,0.23626066329843654,0.47191214,0.47191214,-0.25388802266666666,0.24997499437194762,0.483630062,0.483630062,0.07421342666666665,0.37816938512433373,0.75633777,0.37923415,fall
-8.011763230693068,1.333175932248061,8.132289,1.9711013,2.1033053530346533,2.580050384361295,12.828921999999999,2.97820675,4.7930941015478545,1.5402722781506923,12.595407999999999,3.3326699999999994,9.570057185779117,0.21802412166666665,0.31224122191008846,0.590156495,0.590156495,-0.165826166,0.25773529950764645,0.483630062,0.483630062,-0.05681410333333333,0.2138353125282673,0.37710362000000003,0.37710362000000003,fall
-6.2849097517098444,7.596775933005193,71.0758,42.319997,-2.69793368173057,7.022348394063342,60.154509000000004,48.895522,5.456580447875647,8.457767758443898,61.622656000000006,48.28599,8.749468950873108,-0.09800432325,0.15667718044521517,0.22157499349999998,0.22157499349999998,3.0983214544999997,4.36511659571498,6.173207091,6.173207091,2.847451907,4.10373718680893,5.803560786,5.803560786,fall
-6.582827212387543,6.212807509202565,71.0758,42.319997,-3.279444727937716,5.793296293308428,60.154509000000004,48.895522,5.439242677647059,6.9043264679608685,61.622656000000006,48.28599,9.14733473412259,-0.03976986883333333,0.14982531321426212,0.28549086,0.28549086,2.1667477596666664,3.4829025386607437,6.173207091,6.173207091,1.9284837646666666,3.309658107579991,5.803560786,5.803560786,fall
-6.916125237751677,2.039607934016299,24.999214000000002,5.8809707,-4.388423208154362,1.0757335093314853,13.317505999999998,6.691684599999999,5.572053118791946,1.0280720524845193,9.216035399999999,2.878812999999999,9.906504051216684,-0.05752427566666666,0.14350657505499917,0.28549086,0.28549086,0.10333065223333333,0.17364790913197664,0.3089266923,0.3089266923,0.01917476133333333,0.07246147766508701,0.144875966,0.144875966,fall
-7.4555115622073584,0.2916958464600209,1.3460013000000002,0.5544469999999997,-4.1794973060200675,0.2531888458883344,1.2657678000000003,0.5185216000000001,5.24775212909699,0.25183611450859605,1.2837305999999993,0.7819738999999997,10.029543997295121,0.013848438433333332,0.05905255671925566,0.11717908699999999,0.11717908699999999,0.1036857404,0.17336776749330152,0.3089266923,0.3089266923,0.03728425666666667,0.04734138850296253,0.09054748,0.06924219,fall
-8.935408625717299,6.32939288433672,45.190427400000004,22.112019,-2.8294983098312234,5.850026522968726,71.333259,37.703594,1.4009651516021098,5.336644971426623,42.940304999999995,24.4902717,9.476829182267895,0.193345492,0.1182611455934244,0.16724651599999998,0.16724651599999998,0.0692421865,0.028623715736450166,0.040480047000000005,0.040480047000000005,-0.091612733,0.245561351722055,0.347276194,0.347276194,fall
-10.190160487363945,4.6098697815060925,43.2289065,22.112019,-3.079408580112245,5.059395208182553,71.333259,37.703594,0.29352430732176865,3.752569870214759,39.683079,24.4902717,10.649332583805007,0.16760160466666665,0.09476862605118132,0.16724651599999998,0.16724651599999998,0.02592143433333333,0.07771564357410815,0.15020228000000002,0.109722233,-0.053973392,0.18547330994653718,0.347276194,0.347276194,fall
