Mean_X_Acc,Std_X_Acc,Range_X_Acc,Max_Spike_X_Acc,Mean_Y_Acc,Std_Y_Acc,Range_Y_Acc,Max_Spike_Y_Acc,Mean_Z_Acc,Std_Z_Acc,Range_Z_Acc,Max_Spike_Z_Acc,Total_Acc,Mean_X_Gyro,Std_X_Gyro,Range_X_Gyro,Max_Spike_X_Gyro,Mean_Y_Gyro,Std_Y_Gyro,Range_Y_Gyro,Max_Spike_Y_Gyro,Mean_Z_Gyro,Std_Z_Gyro,Range_Z_Gyro,Max_Spike_Z_Gyro,Activity
-9.507259355132978,6.298128083155836,54.964502,28.905494000000004,-2.3340547864268615,9.535518952017737,78.47641,78.47641,2.4739946594654256,8.278283204180727,78.47641,46.065807,10.097348254213534,-0.61066284,1.3338152839420168,2.892193,2.2956448799999998,0.05086639499999995,0.7215468530985205,1.57233038,1.2367720699999998,-0.06311691999999998,0.448342110853264,1.07165606,1.07165606,major_fall
-8.592855900827068,4.785683462629934,54.964502,28.266022,-1.0846226951641607,7.987203196289488,78.47641,78.47641,3.6228632010751878,7.114531547807021,78.47641,46.065807,9.388222233040102,0.17656758499999997,0.3610522372535647,0.85327682,0.59654812,-0.22130868450000002,0.2142521527912433,0.483630062,0.483630062,-0.09906959499999998,0.46416528480912156,1.07165606,1.07165606,major_fall
-8.250332076165414,2.0264225042803576,16.046630399999998,4.4870691,0.840780904159148,3.3088189219494786,16.953145999999997,6.7922754,4.248137378468672,2.5259524918604512,16.58551,11.862531650000001,9.317808920671492,0.24234766624999998,0.2595436887905252,0.590156495,0.590156495,-0.206128667,0.2253489651384067,0.483630062,0.483630062,0.07057377249999999,0.3088598024347338,0.75633777,0.37923415,major_fall
-6.5681428654482765,6.207088640007346,71.0758,42.319997,-3.2755815047379313,5.783638783819953,60.154509000000004,48.895522,5.452600575310345,6.896123732147931,61.622656000000006,48.28599,9.143346648191514,-0.03976986883333333,0.14982531321426212,0.28549086,0.28549086,2.1667477596666664,3.4829025386607437,6.173207091,6.173207091,1.9284837646666666,3.309658107579991,5.803560786,5.803560786,major_fall
-6.855034125589744,5.365973414308319,71.0758,42.319997,-3.4849253683948715,4.997621096645439,60.154509000000004,48.895522,5.356673048307693,5.943005527910293,61.622656000000006,48.28599,9.371773782627711,-0.039947413375,0.12233237132810867,0.28549086,0.28549086,1.6237292391749998,3.044100827873611,6.1902513223,6.173207091,1.4516891459999999,2.865639595786244,5.803560786,5.803560786,major_fall
-7.086223519924812,1.7866440599634863,24.999214000000002,5.8809707,-4.302859667744361,0.9425178382453993,13.317505999999998,6.691684599999999,5.474321354887219,0.9053352697835,9.216035399999999,2.878812999999999,9.934654467630514,-0.041811626175,0.1213135365030189,0.28549086,0.28549086,0.08069378255000001,0.14883584595177002,0.3089266923,0.3089266923,0.014381070999999999,0.05993631368644147,0.144875966,0.144875966,major_fall
-9.130983636967455,5.329014098722368,45.190427400000004,22.112019,-2.927578340393491,4.976478270845368,71.333259,37.703594,1.1296095393686392,4.544725709786071,42.940304999999995,24.4902717,9.655133081896963,0.16760160466666665,0.09476862605118132,0.16724651599999998,0.16724651599999998,0.02592143433333333,0.07771564357410815,0.15020228000000002,0.109722233,-0.053973392,0.18547330994653718,0.347276194,0.347276194,major_fall
-10.088762735568181,3.9749641724415152,43.2289065,22.112019,-2.9466905031641417,4.366897393495302,71.333259,37.703594,0.4543279481631313,3.2466588048841487,39.683079,24.4902717,10.520101346494197,0.103596966,0.1495786417657548,0.3653857,0.20453078,0.017843179075,0.06547910864925066,0.15020228000000002,0.109722233,-0.0524642685,0.15146839807905754,0.347276194,0.347276194,major_fall
-9.70672734691358,0.5177254320006099,6.295309,4.906198,-2.961941347464198,1.0296237519458484,8.27000278,3.982918,0.6460254727891358,0.7988650038441839,6.571933700000001,4.2775048,10.169119983785734,0.07350324624999999,0.1597020528457888,0.3653857,0.20453078,-0.012783172675,0.046782777406407544,0.109722233,0.109722233,-0.074302190075,0.13045429889047117,0.28655611999999997,0.28655611999999997,major_fall
-9.714169639506174,0.47764959558939013,6.295309,4.906198,-2.847985726723457,0.8665034172355667,8.27000278,3.982918,0.8079169649553085,0.7194520141865081,6.571933700000001,4.2775048,10.155237284622485,-0.0013315794999999991,0.08545331402922876,0.20453078,0.20453078,-0.015180016925,0.04262278155127051,0.100134856,0.072437983,0.004527374925000001,0.04165329251911469,0.098004328,0.069242188,major_fall
