Mean X,Std X,Mean Y,Std Y,Mean Z,Std Z,Activity
-0.38933322930582004,2.4925920183778665,-5.610722922592593,3.1981923667574215,-5.481661128015873,7.450543644048625,hand_wash
-0.5853664796903554,3.0790969891063447,-6.586443525228426,3.419744464716783,-6.840069381010152,7.103999871427035,hand_wash
-0.5323007858568122,3.2952290759379266,-7.2508323605141385,3.8077725432731384,-5.689802929483291,7.8457064563389185,hand_wash
-0.9598087448771428,4.604344661694442,-8.72022258322078,3.815614034552125,-3.9751507592441557,9.1816474580348,hand_wash
-0.6823758112816062,4.239050459049683,-8.314409578082902,3.896334756208849,-4.892423020347151,8.423803511232146,hand_wash
-0.32308380945953613,3.739100385014933,-7.599106829484536,3.743865381121129,-5.507341228932989,7.266707255520668,hand_wash
-0.5073398634731459,3.7248789796173716,-6.852071217595908,3.6519489597304475,-6.659526349757034,6.806386970074781,hand_wash
-0.10855579145384615,2.3169929032364434,-6.110026403333333,3.3210597198259104,-7.799543823043589,5.05325873248145,hand_wash
-0.2026785301709184,2.4034916826143853,-6.2375411928188775,3.779021088972755,-6.117390048637755,6.516277461554239,hand_wash
-0.23421142282384613,2.6917889215470407,-6.494000278858975,4.221578672749777,-6.004255618041027,6.819929178897815,hand_wash
-0.14306086305218507,2.6590480304989965,-7.5150972323521845,4.666873173185273,-3.712526557785347,7.257692038606507,hand_wash
-0.09859804585461536,2.3674302325722745,-7.249767126756409,4.622796643724975,-3.693771083298718,7.090252191394695,hand_wash
0.36932053871170484,1.972823262367053,-7.91562486643766,4.106989281729348,-3.2304181879936387,6.240319468447025,hand_wash
0.8120805338891688,1.5283047715379825,-8.49872377768262,3.5018556421459945,-1.4365622789987407,5.397715839144663,hand_wash
1.2506133319225001,0.9961434637345404,-8.829263425925,2.5740130016310614,-1.52609447168,4.563760645450845,hand_wash
1.538465098762376,0.5131636097790916,-9.670232220544555,1.1821538816017378,-0.6482647984950494,2.3170241403856933,hand_wash
1.6854297832673268,0.4020981823894965,-9.569985247277229,0.8242482657278792,-1.4475818178539606,2.095362865350452,hand_wash
1.6968001999752476,0.4356901346503501,-9.273776477970296,0.9539060743089097,-2.9257090263168317,2.1017895533457236,hand_wash
1.6556965627227724,1.6466600657928896,-8.710025049504951,1.4010739543899189,-4.330930429257426,2.7143171012839726,hand_wash
1.3650522701893937,2.3789391653281258,-8.325713864747474,2.2431663118594787,-4.979907865506817,3.9595591780058106,hand_wash
1.1460658483452686,2.573540117828521,-7.935251003836317,2.913621238918377,-5.227911111280563,4.813774504550103,hand_wash
0.7142480481524548,3.1783915272420424,-8.00042659870801,3.1102549235475974,-5.138867163660723,5.7900485425682335,hand_wash
0.06378299144218753,2.8621683665023365,-6.836068703328126,3.822822297592913,-6.054787101475782,5.843707387008976,hand_wash
-0.5005713051969386,2.511776152007632,-5.798928828770408,3.6581844665129664,-6.938484584556123,5.361377493766305,hand_wash
-1.2388464753783375,2.1717905706181946,-5.173070247904283,3.011702281250693,-8.09574212638791,4.257055172448258,hand_wash
-1.7476940111099504,1.2105287120508519,-4.367374711761195,2.471356569859446,-9.04707306721393,2.465723356337498,hand_wash
-1.7988119707231918,1.3199238483771627,-5.348362307605986,3.0392639190931314,-8.256629754912717,3.095553088353315,hand_wash
-1.6740642182196972,1.470646159918231,-6.518157537737372,3.3475004601849068,-6.738753373964646,4.043636668175532,hand_wash
-1.883472614847328,1.842492050224231,-6.937567158254453,3.830816934759798,-4.061234015521628,6.249519890519968,hand_wash
-1.5963695662,2.0111922875170367,-7.441939781548719,4.24870408919325,-3.235109471820513,6.330030153663746,hand_wash
-1.7314698297249356,1.9924036273161359,-7.527561759213367,4.076364231582825,-2.357921353251928,6.606914902926054,hand_wash
-1.8451008871388175,2.216858945668583,-7.211622357840618,4.346020461484654,-1.4424235936709509,7.133539157371972,hand_wash
-1.4224934548208763,2.193306367704502,-7.352327224742268,4.352185268824377,-3.7251720292731956,6.552056915682789,hand_wash
-1.5587709210710592,2.1306315845269634,-7.019533021162791,3.8903573562960823,-4.35074173524031,6.339931549481256,hand_wash
-1.3489808980820053,2.281501201251903,-7.121984602467867,4.123253867440818,-5.059857399493572,6.073085002148175,hand_wash
-1.1927596403433334,2.0490299122245013,-6.644564085997437,4.10933347790442,-7.330190635410257,4.442076057471863,hand_wash
-1.2554947693157361,1.7179668229622533,-5.8847088679162445,3.572437110907638,-7.906865177360406,3.955350281625561,hand_wash
-0.994361434106801,1.6230009093463214,-4.953965167216625,4.487415374336331,-4.564994679345088,7.29571688731277,hand_wash
-1.5066020035775,1.5172404935288142,-2.2667422789625,4.747887170626162,-0.9907866394499996,8.666952899171125,hand_wash
0.2431189206112245,2.2761302944609683,-2.942774351512245,4.841372043671992,5.528132782517007,6.955663809631732,hand_wash
0.0080931937010283,2.6721252805669584,-3.349884260417994,5.356506005467479,2.034045769820051,9.087573785459599,hand_wash
0.2908981030883838,2.929592295407887,-3.4451055553989898,5.7010268274702405,-2.923680768611111,9.433374014834145,hand_wash
0.10199098641794872,3.5783937541248796,-4.991589153225641,6.64847348218045,-6.763651839589744,7.22454065659215,hand_wash
