@RELATION wada

@ATTRIBUTE Mean_X numeric
@ATTRIBUTE Std_X numeric
@ATTRIBUTE Range_X numeric
@ATTRIBUTE Max_Spike_X numeric
@ATTRIBUTE Mean_Y numeric
@ATTRIBUTE Std_Y numeric
@ATTRIBUTE Range_Y numeric
@ATTRIBUTE Max_Spike_Y numeric
@ATTRIBUTE Mean_Z numeric
@ATTRIBUTE Std_Z numeric
@ATTRIBUTE Range_Z numeric
@ATTRIBUTE Max_Spike_Z numeric
@ATTRIBUTE Total_Acc numeric
@ATTRIBUTE Activity {fall,no_fall}

@DATA
-9.576141599018182,7.343899996389629,54.964502,28.905494000000004,-2.9557719392018185,11.071400483976236,78.47641,78.47641,2.0777665254181823,9.600879638858604,78.47641,46.065807,10.235047113480608,fall
-8.991252953456376,5.431439310005846,54.964502,28.266022,-2.2415333122684564,8.866243679038552,78.47641,78.47641,2.8030126977483225,8.051276196366818,78.47641,46.065807,9.681114679972834,fall
-8.573036716744966,2.2429152445709124,16.046630399999998,4.4870691,-0.4408885434244969,2.8447637841573052,16.953145999999997,6.7922754,4.066309167815437,2.8897099054274555,16.58551,11.862531650000001,9.49874789130863,fall
-8.011763230693068,1.333175932248061,8.132289,1.9711013,2.1033053530346533,2.580050384361295,12.828921999999999,2.97820675,4.7930941015478545,1.5402722781506923,12.595407999999999,3.3326699999999994,9.570057185779117,fall
-6.2849097517098444,7.596775933005193,71.0758,42.319997,-2.69793368173057,7.022348394063342,60.154509000000004,48.895522,5.456580447875647,8.457767758443898,61.622656000000006,48.28599,8.749468950873108,fall
-6.582827212387543,6.212807509202565,71.0758,42.319997,-3.279444727937716,5.793296293308428,60.154509000000004,48.895522,5.439242677647059,6.9043264679608685,61.622656000000006,48.28599,9.14733473412259,fall
-6.916125237751677,2.039607934016299,24.999214000000002,5.8809707,-4.388423208154362,1.0757335093314853,13.317505999999998,6.691684599999999,5.572053118791946,1.0280720524845193,9.216035399999999,2.878812999999999,9.906504051216684,fall
-7.4555115622073584,0.2916958464600209,1.3460013000000002,0.5544469999999997,-4.1794973060200675,0.2531888458883344,1.2657678000000003,0.5185216000000001,5.24775212909699,0.25183611450859605,1.2837305999999993,0.7819738999999997,10.029543997295121,fall
-8.935408625717299,6.32939288433672,45.190427400000004,22.112019,-2.8294983098312234,5.850026522968726,71.333259,37.703594,1.4009651516021098,5.336644971426623,42.940304999999995,24.4902717,9.476829182267895,fall
-10.190160487363945,4.6098697815060925,43.2289065,22.112019,-3.079408580112245,5.059395208182553,71.333259,37.703594,0.29352430732176865,3.752569870214759,39.683079,24.4902717,10.649332583805007,fall
-9.69661471875,0.594729637794506,6.295309,4.906198,-2.9944676987598684,1.1760312258210919,8.27000278,3.982918,0.569226814406579,0.9009074546878234,6.571933700000001,4.2775048,10.16440814651964,fall
-9.708148638157896,0.5499606788385262,6.295309,4.906198,-2.860992636917763,0.9949140043015586,8.27000278,3.982918,0.76313279406875,0.8223953886932689,6.571933700000001,4.2775048,10.149669970518639,fall
-9.755454207236841,0.1234823478123318,1.306483,1.1543989999999997,-2.745078420065789,0.30787269721941823,2.1519249,0.8717872,0.912589103388158,0.2210912045173563,1.8226098800000001,1.2837304999999999,10.175321183797035,fall
-9.735315717821782,0.07840773101735661,0.4526590000000006,0.20477400000000046,-2.8100574471947195,0.21328084806500994,1.6058607999999999,0.4526585999999999,0.9565257442574256,0.179338948897551,1.2178674,0.4957690000000001,10.177806074082449,fall
-9.67978758580858,0.13642402227814301,0.9029220000000002,0.38679499999999933,-2.9410167917491754,0.3583451392820697,2.4141796999999996,1.4178517999999998,1.07119026660066,0.2815994455973164,2.2022205699999997,1.2023,10.173264769138003,fall
