Mean_X,Std_X,Range_X,Max_Spike_X,Mean_Y,Std_Y,Range_Y,Max_Spike_Y,Mean_Z,Std_Z,Range_Z,Max_Spike_Z,Total_Acc,Activity
-9.507259355132978,6.298128083155836,54.964502,28.905494000000004,-2.3340547864268615,9.535518952017737,78.47641,78.47641,2.4739946594654256,8.278283204180727,78.47641,46.065807,10.097348254213534,major_fall
-8.592855900827068,4.785683462629934,54.964502,28.266022,-1.0846226951641607,7.987203196289488,78.47641,78.47641,3.6228632010751878,7.114531547807021,78.47641,46.065807,9.388222233040102,major_fall
-8.250332076165414,2.0264225042803576,16.046630399999998,4.4870691,0.840780904159148,3.3088189219494786,16.953145999999997,6.7922754,4.248137378468672,2.5259524918604512,16.58551,11.862531650000001,9.317808920671492,major_fall
-6.5681428654482765,6.207088640007346,71.0758,42.319997,-3.2755815047379313,5.783638783819953,60.154509000000004,48.895522,5.452600575310345,6.896123732147931,61.622656000000006,48.28599,9.143346648191514,major_fall
-6.855034125589744,5.365973414308319,71.0758,42.319997,-3.4849253683948715,4.997621096645439,60.154509000000004,48.895522,5.356673048307693,5.943005527910293,61.622656000000006,48.28599,9.371773782627711,major_fall
-7.086223519924812,1.7866440599634863,24.999214000000002,5.8809707,-4.302859667744361,0.9425178382453993,13.317505999999998,6.691684599999999,5.474321354887219,0.9053352697835,9.216035399999999,2.878812999999999,9.934654467630514,major_fall
-9.130983636967455,5.329014098722368,45.190427400000004,22.112019,-2.927578340393491,4.976478270845368,71.333259,37.703594,1.1296095393686392,4.544725709786071,42.940304999999995,24.4902717,9.655133081896963,major_fall
-10.088762735568181,3.9749641724415152,43.2289065,22.112019,-2.9466905031641417,4.366897393495302,71.333259,37.703594,0.4543279481631313,3.2466588048841487,39.683079,24.4902717,10.520101346494197,major_fall
-9.70672734691358,0.5177254320006099,6.295309,4.906198,-2.961941347464198,1.0296237519458484,8.27000278,3.982918,0.6460254727891358,0.7988650038441839,6.571933700000001,4.2775048,10.169119983785734,major_fall
-9.714169639506174,0.47764959558939013,6.295309,4.906198,-2.847985726723457,0.8665034172355667,8.27000278,3.982918,0.8079169649553085,0.7194520141865081,6.571933700000001,4.2775048,10.155237284622485,major_fall
-9.75072474691358,0.11155626943128417,1.306483,1.1543989999999997,-2.748125242469136,0.27590445468188207,2.1519249,0.8717872,0.9467778311851853,0.21087182803304652,1.8226098800000001,1.2837304999999999,10.174734084976995,major_fall
-9.694132028465347,0.1304819721025344,0.9029220000000002,0.38679499999999933,-2.921772656435644,0.3421067454751949,2.9829967999999996,1.4178517999999998,1.0226881576237623,0.279627400251644,2.2022205699999997,1.2023,10.17638650548202,major_fall
-9.95500381462696,4.317482113859866,44.8191997,30.292209,-2.1090812130764887,4.77014321196253,54.754935,48.974554,-1.7483755261231975,5.834960720261361,78.47641,78.47641,10.325073437653414,major_fall
-9.88883758287218,3.7527189533868985,44.8191997,30.292209,-2.152600322993484,4.240082807210198,54.754935,48.974554,-1.933194943141103,4.798770901185842,78.47641,78.47641,10.303399418597886,major_fall
-9.922508761306535,0.10991247370638364,0.7831719999999986,0.6933589999999992,-2.244205504522613,0.39247041595975946,2.7387049,0.9520202,-0.7373109755761307,0.264024729457011,2.40340204,0.90651494,10.19981695617326,major_fall
-9.824260719753086,0.44047762484477404,5.3121535,1.7842889999999993,-2.508256643851852,1.1481857871762573,10.207573,2.8057654000000003,-0.4232797880222221,1.1739019965957633,10.020762000000001,2.7303223999999995,10.148232154422686,major_fall
-8.84421042237288,5.659032850168592,55.654268,52.715579000000005,-3.6682809078983047,5.978882778068311,63.173429,33.360226,2.394374102101695,8.391561201886981,78.47641,66.856972,9.869618541528116,major_fall
-8.912840847594937,4.8993891665660225,55.654268,52.715579000000005,-3.1565811584126577,5.3061329725918185,63.173429,33.360226,2.816070032987342,7.3252912705809985,78.47641,66.856972,9.865748173093207,major_fall
-8.19753812875,1.1893251718922648,8.489146999999999,2.693199,-3.4214350875324997,2.5002526070840316,13.7031037,4.4738965,4.004065492475,1.5450956109453353,13.576168,6.6461793,9.74363330070142,major_fall
-8.407166083950617,0.9353721021747964,7.5598796,2.693199,-2.4581445523777776,1.4315370252837296,11.1691737,4.4738965,4.773099465703703,1.3240029908832647,13.576168,6.6461793,9.975239080494015,major_fall
-6.219173330795919,9.478751207375232,78.47641,33.1949715,-6.439099613707484,8.892972428470607,78.47641,46.524452,1.8365360093877554,11.640252351195914,78.47641,78.47641,9.138543935852635,major_fall
-4.791872209790513,8.60697343213074,78.47641,33.1949715,-6.944110407620513,7.935141192035786,78.47641,46.524452,2.5491973780769235,10.226752106091732,78.47641,78.47641,8.813689119805645,major_fall
-1.5717008721110257,3.4316742329456127,42.094865,21.247417,-7.781550482287178,3.0501904713740484,42.736728,42.736728,5.048369549307693,3.9831557624239204,63.224924,63.224924,9.407911917431813,major_fall
-0.8271844754443589,1.7172576491422957,14.5952493,2.4357347000000003,-7.749595390235897,2.1381399206467244,18.123112568,5.3696340000000005,5.683522582025642,1.5781363719113968,13.3306786,7.0425544,9.645874341353252,major_fall
-9.143896049273927,6.896507852403829,43.0864028,30.132939,-2.1260105907722773,7.078863206839775,69.484308,24.371720000000003,4.706474241023102,4.779728469575347,40.811132,26.9176239,10.501507309592142,major_fall
-8.561386195438144,6.1683983290813424,43.0864028,30.132939,-3.732233608515464,6.2896802495678275,69.484308,24.371720000000003,3.9380386580309277,4.286938894511258,40.811132,26.9176239,10.135829998974787,major_fall
-6.994539630353536,1.402971483832657,12.54870478,1.5376019999999997,-4.122300358166667,3.101953392621396,15.334113,2.3387366,4.946900754510102,2.1529320634153044,12.8145516,1.7196244000000007,9.507300981798137,major_fall
-6.718846139097745,0.8391879064846176,4.878654,1.0071063000000011,-5.383424657894737,1.7093636833583132,8.225695100000001,1.136437,4.63963304031579,1.6175742133724815,7.3275623,0.9244773000000004,9.780099653729897,major_fall
-7.7143222754464285,5.281548667566755,47.949490000000004,34.0440065,-3.5935272276249997,5.194081349996103,71.67934600000001,71.67934600000001,4.218570297303571,5.415014326485532,74.276741,74.276741,9.49844942390194,major_fall
-7.989870686938776,4.59282707895706,47.949490000000004,34.0440065,-4.055043010464286,4.608476938666021,71.67934600000001,71.67934600000001,4.17688657189796,4.88750529191325,74.276741,74.276741,9.885736636448508,major_fall
-7.745883319047619,0.25357212830315096,2.5973989999999993,1.1855342999999996,-3.9471362516290727,0.32140914494885714,2.9147388000000003,2.0764818,5.046219115538848,0.3315899584575509,3.0871802,1.5352073000000002,10.052010761198687,major_fall
-7.391991143712574,6.031561737353628,65.937284,32.1794827,-3.9888297384431137,4.420509912330608,44.740162,38.743034,3.423035076161677,6.154310473017001,70.460278,65.786398,9.070251643898667,major_fall
-7.333243675438596,5.477153521967175,65.937284,32.1794827,-3.8681726343358394,3.9919468070068205,44.740162,38.743034,3.81211478104762,5.6340104690164114,70.460278,65.786398,9.125318703270949,major_fall
-7.586695564661655,0.9396461933465508,6.787486,2.469265300000001,-3.6332386181203007,1.107147822375316,9.141789269999999,4.291875060000001,5.059214648654136,2.0753725311282243,11.1691732,4.16134613,9.816008624090248,major_fall
-7.338351672098765,0.4275604605624517,4.712200999999999,1.989064,-3.413677507407407,0.5323034677532577,4.003275,1.6753163,5.88368482,0.3995672421740871,5.022355500000001,2.4201672,10.006115452515647,major_fall
-7.304091079012346,0.2786440837889794,2.2644909999999996,1.2873230000000007,-3.503156626419753,0.4295345423214848,3.1554382,2.0034337,5.881579565925926,0.22209254985538832,2.5542884,2.0082240000000002,10.010735788644798,major_fall
-7.466256820136519,5.6509243830075,51.257012,35.270256700000004,-3.894383485720136,6.951230063022522,73.98455,53.452047,3.3448981799283275,6.6378008205748165,74.077957,51.976713000000004,9.060880612400355,major_fall
-7.456822716666667,4.897474846768805,51.257012,35.270256700000004,-3.892560754810256,6.028451516993753,73.98455,53.452047,3.888446249279487,5.824388309470569,74.077957,51.976713000000004,9.26694385928936,major_fall
-7.856946700761423,3.486576686337015,51.257012,35.270256700000004,-3.876141540253807,4.4285271218461215,73.98455,53.452047,4.525094588868021,5.310711181670394,74.077957,51.976713000000004,9.860657469808471,major_fall
-7.262787330123456,0.7272454554927774,7.94907,3.6607874999999996,-4.011264447901235,0.9238274789581218,7.909552,3.1386732999999998,5.582122287209876,0.8786994415864119,10.0770447,4.721781,9.999920574832753,major_fall
